artist,track,msPlayed,track_id,flag
Arlo Guthrie,Highway in the Wind,161610,1j0PBbY7zM7GFX64WixxMr,a
Arlo Guthrie,Last Train,186493,7wuQNRNTq3mFDYXirEngWK,a
Arlo Guthrie,Lightning Bar Blues,172666,2mKJ49P2NrD8At77o39qzO,a
Arlo Guthrie,My Front Pages - Remastered,227000,7la4Fo3BZmBoMqUsyvym6F,a
Arlo Guthrie,Oklahoma Hills - Remastered,51561,2cvm5XMgcnUQl9ytnJBiU5,a
Arlo Guthrie,Ring A-Around-A-Rosy Rag,135000,3AHtI7H4nSzDjEEGZIAJoY,a
Arlo Guthrie,St. James Infirmary - Live,239626,2iKfD6WCmwfRUTKdBlYI5V,a
Arlo Guthrie,The City of New Orleans,274506,0P6TTXbSLGrSoTNMz5kvB7,a
Arlo Guthrie,The Motorcycle Song,170527,4RqUEAv0YXitpXVDbf6nD7,a
Arlo Guthrie,Walking Song,62741,3UT97xwWnEL9yAxJal6Xie,a
Arlo Guthrie,Wheel of Fortune - Remastered,14474,57UIpvljRDFX3WVcEW0Xte,a
Arlo Guthrie,Wouldn't You Believe It - Remastered,202200,0SAhT2S63WhZ1NchfvBR48,a
Arnold Schoenberg,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave",74880,6gz6rxRge7BLRreM9uJXxI,a
Art Blakey,Sweet 'n' Sour,54350,0rSAGnHJjXaWqPDBIJMwOZ,a
Art Ensemble Of Chicago,Nice Guys,81855,5MDxPBSpSzkdCX3UfUTj0u,a
Arti & Mestieri,Farenheit,2470,3WrldRGP1HdszirIj4qva6,a
Arti & Mestieri,Nove luna prima,53506,2jj7FHgoe1irzFVEIIEYol,a
Arti & Mestieri,Valzer per domani,136306,5CDEMAU2oX1bN0BQPHfUjR,a
Arvo Pärt,Fratres,688413,5tsRjXhpTPJyNefX0PKSfD,a
Arvo Pärt,Für Alina,2195,2Lio4KTzsA8BPLhXmyo4CQ,a
Arvo Pärt,Spiegel im Spiegel - Version for Violin and Piano,14067,4wudbbceOZKjRlhTtbHvAs,a
Arzachel,Azathoth,260946,5hu8c81q1wmtsNAsStNvrT,a
Arzachel,Clean Innocent Fun,45968,1xccg8wD1oA6L9lMWpXJuk,a
Arzachel,Garden Of Earthly Delights,167200,5SLHRzDn2mDiVxBbx9uYqq,a
Arzachel,Queen St. Gang,265920,03d5V0uvYp3hU7wE9mJzJa,a
Ashra,77 Slightly Delayed,19418,1TmlYsvU6XoXn0Bs6p5CNC,a
Ashra,Midnight On Mars,416026,5rVFG1UpzRO70YGdu634cK,a
Ashra,Ocean Of Tenderness,17547,7K390g1jaEEG634ILDD4mW,a
Aster Aweke,Wolela,86023,7wvC2Cwarq4XEcJdFflxY9,a
Astrud Gilberto,Summer Samba (So Nice),161533,0gSgUkFCEkXXFHOnpDnHeO,a
Axiom Of Choice,Pulse,58346,7CiWRG98fi8NAp7tn9NkjA,a
Aziz Sahmaoui,Absence,154964,58Wovmi0l0tWzIU8x8zHnx,a
Aziz Sahmaoui,Ana Hayou,271563,40JMM0L5MKXboCzLPsovhE,a
Aziz Sahmaoui,Coquelicots,8876,5o3VVmNxXKsHTVzAjjIVK4,a
Aziz Sahmaoui,Maktoube - Long Version,17520,40dmCdByZS6i5lnAUArFaK,a
Aziz Sahmaoui,Maktoube - Short Version,183814,3f6BcdGxkZXvUwyx4FgStf,a
Aziz Sahmaoui,Mazal,273624,0cpZCJINaQ276crPB1hPgI,a
Aziz Sahmaoui,Salabati,297807,3YRKaRLz0mCAlR8ml0wSjy,a
Aziza Brahim,Baraka,231640,1aCV7ocnKXsLSb0oX2dmup,a
Aziza Brahim,Intifada,16257,3XVoJqjijmRPXm5xRI2Mxx,a
Azymuth,Morning,10981,0ezBK0XmF9jQCHCX5ppM4L,a
B.B. King,Hummingbird,278640,769OeqqYJcSQjvVquDWfYf,a
B.B. King,Paying The Cost To Be The Boss,213560,54QfJ57kmUN12PxNAfjnWO,a
B.B. King,The Thrill Is Gone,99164,4NQfrmGs9iQXVQI9IpRhjM,a
BAP,Verdamp lang her,241,12Gf7Ffl7pxj7mQF1ehRBy,a
BLO,Chant To Mother Earth,16294,1DkTKTGCBT52ehe3RUb6jT,a
Babe Rainbow,Peace Blossom Boogy,32533,742oWlfJlZRsX6SA2QLRtD,a
Babylone,Hayem,238419,47vg19sTgCO84gbEyly6cQ,a
Bachman-Turner Overdrive,Free Wheelin,224893,1PXG5cwmM74RnNMhL2F8Zv,a
Bad Company,Burnin' Sky - 2017 Remaster,310866,7rNo0ijkYkSkVbi1LL4aO5,a
Bad Company,Deal with the Preacher - 2015 Remaster,302360,0WlT5aDpGFdldXrSc5fVSc,a
Bad Company,Electricland - 2009 Remaster,326933,7gpKIQOcbGsSVfJUWhYUvm,a
Bad Company,Knapsack (The Happy Wanderer) - 2017 Remaster,19979,3to4tbGBKQDslYm2X7FFVD,a
Bad Company,Leaving You - 2017 Remaster,204200,29CeRixPlIm1czGABXpm7p,a
Bad Company,Like Water - 2017 Remaster,107295,396XBfS2VdrK9Vsqkaibtg,a
Bad Company,Morning Sun - 2017 Remaster,247680,5enpSNP98xx2r8DkwwzNmH,a
Bad Company,Nuthin' on the TV - 2009 Remaster,1402,3iOJicJ5c4snh3INCNm6we,a
Bad Company,Untie the Knot - 2009 Remaster,54580,0RnqxEVDyAPAE5mnvagXzP,a
Badfinger,I'd Die Babe - Remastered 2010,3245,5CmGnAY7I7Ggj303HZBbkX,a
Bakerloo,Drivin' Bachwards - 2013 Remaster,15433,4xMEhkvqVFO8FTuldGJNRy,a
Balanescu Quartet,Interlude,59421,6dVhiHTmirYyACPKeB7giM,a
Ballaké Sissoko,Guelen,7435,2glWeR2NkywIUE7zzMR6Xb,a
Ballaké Sissoko,Prélude,72213,46wFgbEuiX3YDn56wXwMLx,a
Banchee,Beautifully Day,308349,1vQ8NpodyvqO2UgLt6v3tv,a
Banchee,Tom's Island,103975,4E533mdhN92KqfRasFfG1G,a
Banco Del Mutuo Soccorso,Canto nomade per un prigioniero politico,947093,5aq792lBi0ANVk99WsfxTx,a
Banco Del Mutuo Soccorso,Dopo...niente e' più lo stesso,594400,1zMRYt9L7KloKDm1laqGrH,a
Banco Del Mutuo Soccorso,In volo,133760,7uaYwbgOwbua8j0tEBtDhi,a
Banco Del Mutuo Soccorso,La città sottile,433226,0DXbwQvhgPSE60OX51xLU5,a
Banco Del Mutuo Soccorso,Non mi rompete,307106,0dkkRsEy6Td8ocFG1ACLsT,a
Banco Del Mutuo Soccorso,Traccia,124213,58txJpX0AwZS5X75xtaj8X,a
Banco Del Mutuo Soccorso,Traccia II,159226,176RyR4Ac2kU0bEI4uycWs,a
Band Of Skulls,I Know What I Am,2957,1NmwD4CJILAT5KXYKv9zfZ,a
Barry McGuire,Yesterday,6380,6r1lfSSawF0azUjFiFA51l,a
Be Bop Deluxe,Crying To The Sky - 2018 Remaster,1214,5kMtIIn6IdHO6zTg9YeBwd,a
Beastie Boys,Song For Junior - Remastered 2009,229786,3EJweHq5GBpdeMIHmBAi6v,a
Beck,Devils Haircut,192933,7h69nvFshbhUpesEXBPH0w,a
Beck,Gamma Ray,176920,2iWfZFAF8BCi0CY4NyuP8D,a
Beck,Loser,56252,5NTZM8YYeKM2YsGSffVIge,a
Beggars Opera,Lament,9074,3yd1QVAAAzfi6UIkvn12O3,a
Belle and Sebastian,The Boy With the Arab Strap,314066,5GPPI3rnZDptLYRN4vTUoZ,a
Berky,Freier Fall,2074,4Uk19hBLA5uRIuxVoVLPti,a
Bettina Wegner,Sind so kleine Hände (Kinder),11007,6bk8GFFCxxeHFGd5P9dpa3,a
Bibi Rezende,Stairway to Dogs,88775,x,x
Big Brother & The Holding Company,Combination of the Two,347360,6xxR2WCzYgE9ri0PXX5pV3,a
